,unverheiratet,lieben,lieben,perfekt,erzählen,töten,perfekt,töten,lieben,Marseille,Schiff,Feld,lieben,Leutnant,Gewehr,nachdenken,lieben,streicheln,Tochter,einzigartig,Fürst,Vorhang,wahnsinnig,einzigartig,perfekt,Unwetter
00405-00,5.796765404904063e-06,4.830637837420053e-05,4.2509612969296464e-05,6.569667458891271e-05,1.739029621471219e-05,1.739029621471219e-05,6.569667458891271e-05,5.796765404904063e-06,4.2509612969296464e-05,1.932255134968021e-05,3.8645102699360424e-06,3.8645102699360424e-06,5.217088864413657e-05,0.0,0.0,3.6712847564392405e-05,4.2509612969296464e-05,7.729020539872085e-06,2.5119316754584274e-05,4.830637837420053e-05,0.0003729252410488281,1.9322551349680212e-06,3.478059242942438e-05,4.830637837420053e-05,6.569667458891271e-05,3.8645102699360424e-06
00666-00,6.126324817741836e-06,0.0001755629654912875,0.00012130123139128837,0.00015228293118386851,1.3827990302903003e-05,4.480969009548315e-05,0.00015228293118386851,1.7153709489677142e-05,0.00012130123139128837,7.526627633225685e-06,1.9954315120644838e-05,5.741241543483778e-05,0.00017608807904709393,1.0502271116128863e-06,6.65143837354828e-06,6.878987581064405e-05,0.00012497702628193346,3.658291105451554e-05,8.524343389257927e-05,0.00012217642065096576,0.00014668171992193312,7.001514077419242e-06,4.7435257874515364e-05,0.00012217642065096576,0.00015228293118386851,9.977157560322419e-06
00265-00,0.0,8.922596475574392e-05,0.00010409695888170124,0.00011896795300765856,5.948397650382928e-05,5.948397650382928e-05,0.00011896795300765856,3.71774853148933e-05,0.00010409695888170124,3.71774853148933e-05,7.43549706297866e-06,2.230649118893598e-05,8.922596475574392e-05,0.00032716187077106107,3.71774853148933e-05,3.71774853148933e-05,8.922596475574392e-05,1.487099412595732e-05,7.43549706297866e-05,8.922596475574392e-05,7.43549706297866e-06,7.43549706297866e-06,2.974198825191464e-05,8.922596475574392e-05,0.00011896795300765856,2.230649118893598e-05
00484-00,2.6029465354781613e-05,0.00029153001197355406,0.00017179447134155865,0.0002550887604768598,2.082357228382529e-05,3.123535842573794e-05,0.0002550887604768598,5.205893070956322e-06,0.00017179447134155865,2.6029465354781613e-05,0.0,0.0,0.00029153001197355406,0.0,1.0411786141912645e-05,5.726482378051955e-05,0.0001665885782706023,6.247071685147587e-05,0.00023947108126399084,0.0001665885782706023,2.082357228382529e-05,1.561767921286897e-05,7.288250299338852e-05,0.0001665885782706023,0.0002550887604768598,0.0
00017-00,5.2621054736421135e-06,0.00013681474231469495,7.472189772571801e-05,8.314126648354539e-05,2.5258106273482145e-05,4.209684378913691e-05,8.314126648354539e-05,1.4733895326197918e-05,7.472189772571801e-05,3.157263284185268e-06,3.157263284185268e-06,7.261705553626116e-05,0.0001389195845041518,1.2629053136741073e-05,3.157263284185268e-06,7.156463444153275e-05,8.208884538881698e-05,8.419368757827381e-06,0.00015681074311453498,6.419768677843379e-05,7.787916100990328e-05,9.471789852555805e-06,6.209284458897694e-05,6.419768677843379e-05,8.314126648354539e-05,1.0524210947284227e-06
00131-00,2.0723241114910372e-06,0.00029841467205470935,5.3880426898766966e-05,9.947155735156979e-05,1.8650917003419334e-05,4.144648222982074e-05,9.947155735156979e-05,6.216972334473112e-06,5.3880426898766966e-05,5.5952751010258006e-05,2.0723241114910372e-06,1.8650917003419334e-05,0.0003004869961662004,3.730183400683867e-05,4.1446482229820745e-06,4.7663454564293854e-05,7.460366801367734e-05,1.2433944668946223e-05,0.00031499326494663767,7.460366801367734e-05,9.532690912858771e-05,0.0,4.351880634131178e-05,7.460366801367734e-05,9.947155735156979e-05,2.0723241114910372e-06
00037-00,0.0,0.0,0.0,0.0,5.012531328320802e-05,5.012531328320802e-05,0.0,5.012531328320802e-05,0.0,0.0,0.0,0.0,5.012531328320802e-05,0.0,0.0,5.012531328320802e-05,0.0,0.0,5.012531328320802e-05,0.0,5.012531328320802e-05,5.012531328320802e-05,5.012531328320802e-05,0.0,0.0,0.0
00261-00,0.0,5.425567989148864e-05,4.069175991861648e-05,0.00012207527975584945,0.0,6.103763987792473e-05,0.00012207527975584945,2.034587995930824e-05,4.069175991861648e-05,0.0,0.0002034587995930824,3.39097999321804e-05,6.78195998643608e-05,0.0,6.103763987792473e-05,9.494743981010512e-05,3.39097999321804e-05,0.00015598507968802983,2.034587995930824e-05,3.39097999321804e-05,2.712783994574432e-05,6.78195998643608e-05,6.103763987792473e-05,3.39097999321804e-05,0.00012207527975584945,4.747371990505256e-05
00123-00,0.0,0.00011514104778353483,0.00010074841681059298,0.00014392630972941855,2.878526194588371e-05,4.317789291882556e-05,0.00014392630972941855,0.0,0.00010074841681059298,0.0,0.0,0.0,0.00011514104778353483,0.0,0.0,0.00010074841681059298,0.00010074841681059298,2.878526194588371e-05,0.0001871042026482441,0.00010074841681059298,0.0,0.0,7.196315486470927e-05,0.00010074841681059298,0.00014392630972941855,0.0
00515-00,4.9011291447529646e-05,0.00027521725197458954,0.00012064317894776527,0.00015268902335576542,4.335614243435315e-05,4.712624177647081e-05,0.00015268902335576542,2.0735546381647158e-05,0.00012064317894776527,1.8850496710588324e-06,3.581594375011782e-05,1.6965447039529493e-05,0.00027710230164564834,7.54019868423533e-06,1.1310298026352994e-05,5.466644046070614e-05,0.00013006842730305945,4.9011291447529646e-05,0.00020735546381647155,0.00012629832796094177,4.712624177647081e-05,7.54019868423533e-06,3.204584440800015e-05,0.00012629832796094177,0.00015268902335576542,3.770099342117665e-06
00690-00,4.2475019379227595e-06,0.00018901383623756279,0.00015928132267210347,0.00017202382848587175,1.2742505813768277e-05,2.2299385174094484e-05,0.00017202382848587175,2.6546887112017244e-05,0.00015928132267210347,0.0,1.2742505813768277e-05,1.6990007751691038e-05,0.00018476633429964003,5.3093774224034486e-06,8.495003875845519e-06,7.645503488260967e-05,0.0001550338207341807,3.2918140018901386e-05,4.884627228611173e-05,0.0001550338207341807,5.3093774224034486e-06,8.495003875845519e-06,3.7165641956824146e-05,0.0001550338207341807,0.00017202382848587175,7.433128391364828e-06
00635-00,1.8170255292086855e-05,0.00011291515788653974,6.87873950343288e-05,0.0001038300302404963,1.9468130670093056e-05,4.023413671819232e-05,0.0001038300302404963,1.687237991408065e-05,6.87873950343288e-05,6.489376890031019e-06,6.489376890031019e-06,0.00014146841620267623,0.00011291515788653974,2.5957507560124076e-06,5.191501512024815e-06,9.085127646043427e-05,6.61916442783164e-05,2.076600604809926e-05,7.657464730236602e-05,7.787252268037223e-05,9.085127646043428e-06,9.085127646043428e-06,3.5042635206167506e-05,7.787252268037223e-05,0.0001038300302404963,6.489376890031019e-06
00468-00,1.857104267963263e-05,7.766072393300919e-05,4.051863857374392e-05,8.44138303619665e-05,2.1947595894111292e-05,1.3506212857914641e-05,8.44138303619665e-05,6.753106428957321e-06,4.051863857374392e-05,1.68827660723933e-05,3.038897893030794e-05,3.37655321447866e-05,7.597244732576986e-05,3.3765532144786603e-06,3.3765532144786603e-06,6.415451107509454e-05,4.8960021609940575e-05,2.363587250135062e-05,4.051863857374392e-05,4.727174500270124e-05,9.454349000540248e-05,3.5453808752025935e-05,4.3895191788222584e-05,4.727174500270124e-05,8.44138303619665e-05,3.3765532144786603e-06
00065-00,0.0,0.00024587284861257464,0.00021074815595363542,0.00021074815595363542,0.0,3.5124692658939236e-05,0.00021074815595363542,0.0,0.00021074815595363542,0.0,3.5124692658939236e-05,3.5124692658939236e-05,0.00024587284861257464,0.0,0.0,7.024938531787847e-05,0.00021074815595363542,0.0,0.00014049877063575695,0.00021074815595363542,0.0,3.5124692658939236e-05,7.024938531787847e-05,0.00021074815595363542,0.00021074815595363542,3.5124692658939236e-05
00395-00,3.622167666116634e-05,8.183415838263505e-05,3.3538589501079946e-05,6.305254826203029e-05,1.3415435800431977e-05,1.4756979380475174e-05,6.305254826203029e-05,2.1464697280691164e-05,3.3538589501079946e-05,0.0,5.366174320172791e-06,0.0001100065735635422,8.049261480259187e-05,4.024630740129593e-06,2.6830871600863954e-06,8.451724554272145e-05,3.3538589501079946e-05,4.695402530151192e-05,0.00021330542922686844,3.622167666116634e-05,1.3415435800431977e-06,4.024630740129593e-06,4.292939456138233e-05,3.622167666116634e-05,6.305254826203029e-05,8.049261480259186e-06
00029-00,2.835190383034221e-06,7.58413427461654e-05,4.1819058149754753e-05,6.66269740013042e-05,4.0401462958237645e-05,2.622551104306654e-05,6.66269740013042e-05,9.214368744861218e-06,4.1819058149754753e-05,9.214368744861218e-06,2.1263927872756655e-06,4.74894389158232e-05,7.796773553344107e-05,9.214368744861218e-06,4.961583170309886e-06,5.599501006492586e-05,4.890703410734031e-05,1.0631963936378328e-05,7.300615236313118e-05,4.1819058149754753e-05,7.796773553344107e-05,1.3467154319412548e-05,4.5363046128547534e-05,4.1819058149754753e-05,6.66269740013042e-05,6.379178361826997e-06
00416-00,0.0,5.073566717402334e-05,0.0,0.0,3.1709791983764585e-05,2.536783358701167e-05,0.0,1.9025875190258754e-05,0.0,6.341958396752917e-06,6.341958396752917e-06,0.0001458650431253171,5.073566717402334e-05,0.0,3.1709791983764585e-05,6.976154236428209e-05,0.0,2.536783358701167e-05,0.00012049720953830543,6.341958396752917e-06,6.341958396752917e-06,1.2683916793505835e-05,3.805175038051751e-05,6.341958396752917e-06,0.0,3.1709791983764585e-05
00230-00,4.972403162448411e-06,0.00019060878789385578,6.795617655346163e-05,8.784578920325526e-05,1.160227404571296e-05,9.779059552815208e-05,8.784578920325526e-05,2.6519483533058192e-05,6.795617655346163e-05,0.0,0.0,1.6574677208161372e-05,0.00019392372333548803,0.0,3.314935441632274e-06,5.138149934530025e-05,5.8011370228564796e-05,2.6519483533058192e-05,0.00026187989988894967,7.292857971591003e-05,3.3149354416322744e-05,1.160227404571296e-05,0.00010442046641141664,7.292857971591003e-05,8.784578920325526e-05,3.314935441632274e-06
00462-00,6.290099383570261e-06,4.6127395479515246e-05,3.005269705483569e-05,5.101969500006989e-05,1.467689856166394e-05,3.424609664388253e-05,5.101969500006989e-05,1.7472498287695168e-05,3.005269705483569e-05,9.784599041109294e-06,6.988999315078067e-07,2.5160397534281043e-05,4.6127395479515246e-05,0.0,6.988999315078067e-06,4.472959561649963e-05,3.4944996575390336e-05,3.4944996575390336e-06,8.456689171244461e-05,4.5428495548007434e-05,0.00015865028445227213,6.290099383570261e-06,2.166589787674201e-05,4.5428495548007434e-05,5.101969500006989e-05,2.7955997260312267e-06
00704-00,1.683885756499256e-05,0.0001759932210018577,0.00010429227911221198,0.0001265630262142989,2.064118024095862e-05,3.965279362078893e-05,0.0001265630262142989,1.249334593531706e-05,0.00010429227911221198,2.1727558148377497e-06,2.5529880824343557e-05,1.7382046518701997e-05,0.0001759932210018577,1.6295668611283121e-06,8.147834305641561e-06,0.00010646503492704973,0.00010374909015850254,7.98487761952873e-05,9.45148779454421e-05,0.00010809460178817803,2.715944768547187e-06,6.518267444513249e-06,4.3998305250464426e-05,0.00010809460178817803,0.0001265630262142989,1.5752479657573684e-05
00124-00,0.0,0.0003913003913003913,0.00015015015015015014,0.000182000182000182,3.64000364000364e-05,4.095004095004095e-05,0.000182000182000182,9.1000091000091e-06,0.00015015015015015014,0.0,0.0,2.73000273000273e-05,0.0003913003913003913,1.82000182000182e-05,4.55000455000455e-06,7.735007735007735e-05,0.0001456001456001456,2.73000273000273e-05,0.0004459004459004459,0.00017745017745017744,0.00020475020475020476,0.0,6.37000637000637e-05,0.00017745017745017744,0.000182000182000182,0.0
00748-00,0.0,5.0746701464404817e-05,2.8998115122517038e-05,7.974481658692185e-05,0.0,0.0,7.974481658692185e-05,3.62476439031463e-05,2.8998115122517038e-05,0.0,0.0,5.7996230245034076e-05,5.0746701464404817e-05,3.62476439031463e-05,7.2495287806292595e-06,4.349717268377556e-05,2.8998115122517038e-05,1.4499057561258519e-05,2.8998115122517038e-05,4.349717268377556e-05,1.4499057561258519e-05,7.2495287806292595e-06,4.349717268377556e-05,4.349717268377556e-05,7.974481658692185e-05,0.0
00302-00,0.0,0.00011604293588627792,5.802146794313896e-05,5.802146794313896e-05,5.802146794313896e-05,0.0002610966057441253,5.802146794313896e-05,2.901073397156948e-05,5.802146794313896e-05,0.0,0.0,2.901073397156948e-05,0.00011604293588627792,8.703220191470844e-05,5.802146794313896e-05,0.0,2.901073397156948e-05,5.802146794313896e-05,2.901073397156948e-05,2.901073397156948e-05,0.0,0.0,0.0,2.901073397156948e-05,5.802146794313896e-05,0.0
00628-00,6.083585988384075e-06,0.00012626544796299192,5.4007344998919854e-05,8.554266828564547e-05,1.2787946057215506e-05,6.195325322864599e-05,8.554266828564547e-05,1.9616460942136405e-05,5.4007344998919854e-05,1.4898577930736512e-06,4.4447424160030595e-05,3.8363838171646515e-05,0.0001272586864917077,1.7381674252525929e-06,9.187456390620849e-06,4.842037827489366e-05,5.773198948160398e-05,2.5700046930520482e-05,0.00015854570014625438,5.6738750952888216e-05,8.206633343514028e-05,5.462811907936721e-06,5.077931978059361e-05,5.6738750952888216e-05,8.554266828564547e-05,6.083585988384075e-06
00410-00,3.5370684776457274e-06,5.659309564233164e-05,4.9518958687040184e-05,4.9518958687040184e-05,1.7685342388228637e-05,0.00011318619128466328,4.9518958687040184e-05,2.4759479343520092e-05,4.9518958687040184e-05,0.0,3.5370684776457274e-06,2.1222410865874364e-05,6.366723259762309e-05,0.0,6.013016411997736e-05,9.19637804187889e-05,5.305602716468591e-05,2.4759479343520092e-05,1.414827391058291e-05,4.244482173174873e-05,3.5370684776457274e-06,0.0,6.366723259762309e-05,4.244482173174873e-05,4.9518958687040184e-05,0.0
00641-00,5.882352941176471e-06,0.00015392156862745098,9.738562091503268e-05,0.00011797385620915032,1.9934640522875817e-05,8.986928104575163e-05,0.00011797385620915032,2.61437908496732e-05,9.738562091503268e-05,7.058823529411764e-05,3.5947712418300652e-06,3.137254901960784e-05,0.00015522875816993464,6.862745098039215e-06,1.6339869281045753e-05,6.372549019607843e-05,0.00010686274509803921,3.529411764705882e-05,0.00017483660130718955,8.69281045751634e-05,0.00011176470588235294,2.9411764705882355e-06,7.61437908496732e-05,8.69281045751634e-05,0.00011797385620915032,5.882352941176471e-06
00051-00,1.1698916680315402e-05,0.0003135309670324528,0.00029871233923738663,0.00032834959482751897,7.0193500081892416e-06,6.00544389589524e-05,0.00032834959482751897,5.459494450813855e-06,0.00029871233923738663,0.0,6.2394222295015485e-06,1.6378483352441562e-05,0.0003135309670324528,7.799277786876936e-07,3.1197111147507743e-06,9.437126122121092e-05,0.0002636155891964404,1.793833890981695e-05,0.00010061068345071246,0.00027219479476200503,9.515118899989861e-05,3.899638893438468e-06,3.5096750040946205e-05,0.00027219479476200503,0.00032834959482751897,4.679566672126161e-06
00444-00,5.659886123091204e-06,0.00011432969968644231,3.6223271187783704e-05,7.244654237556741e-05,7.923840572327685e-06,2.1507567267746573e-05,7.244654237556741e-05,2.1507567267746573e-05,3.6223271187783704e-05,4.527908898472963e-06,7.923840572327685e-06,6.452270180323973e-05,0.00011772563136029703,3.395931673854722e-06,1.0187795021564167e-05,3.735524841240194e-05,3.282733951392898e-05,2.1507567267746573e-05,7.018258792633092e-05,4.6411066209347866e-05,6.67866562524762e-05,3.395931673854722e-06,1.3583726695418887e-05,4.6411066209347866e-05,7.244654237556741e-05,1.1319772246182408e-06
00660-00,4.679019277559424e-05,0.00028386050283860505,8.838147524278911e-05,0.00012789319358662423,1.3517166801838334e-05,4.990953896063385e-05,0.00012789319358662423,6.238692370079232e-06,8.838147524278911e-05,1.0397820616798719e-06,1.2477384740158463e-05,2.7034333603676668e-05,0.00028386050283860505,4.1591282467194875e-06,1.0397820616798719e-06,3.5352590097115645e-05,8.942125730446899e-05,3.6392372158795514e-05,0.00047933953043442095,0.00012477384740158462,1.2477384740158463e-05,1.3517166801838334e-05,3.32730259737559e-05,0.00012477384740158462,0.00012789319358662423,1.143760267847859e-05
00034-00,8.214516223669541e-05,0.0002229654403567447,0.0001290852549433785,0.00017015783606172622,1.760253476500616e-05,3.520506953001232e-05,0.00017015783606172622,5.867511588335387e-06,0.0001290852549433785,5.867511588335387e-06,0.0,1.1735023176670774e-05,0.00021709792876840932,1.760253476500616e-05,0.0,6.454262747168925e-05,0.00015255530129672007,2.9337557941676933e-05,0.0002523029982984216,0.00015842281288505546,0.0,1.760253476500616e-05,5.867511588335387e-05,0.00015842281288505546,0.00017015783606172622,5.867511588335387e-06
00378-00,3.877321546275833e-06,0.00032569500988716994,0.0003334496529797216,0.00033732697452599743,1.5509286185103332e-05,0.00010081036020317164,0.00033732697452599743,1.9386607731379164e-05,0.0003334496529797216,4.652785855530999e-05,1.5509286185103332e-05,6.979178783296499e-05,0.0003334496529797216,0.0,7.754643092551666e-06,5.040518010158582e-05,0.00031018572370206663,0.00010468768174944749,7.754643092551666e-05,0.00031018572370206663,0.00013182893257337831,3.877321546275833e-06,4.652785855530999e-05,0.00031018572370206663,0.00033732697452599743,0.0
00367-00,1.386193512614361e-05,7.393032067276592e-05,3.5424945322367e-05,6.0068385546622306e-05,3.234451529433509e-05,3.696516033638296e-05,6.0068385546622306e-05,1.386193512614361e-05,3.5424945322367e-05,1.5402150140159565e-06,7.701075070079784e-06,5.236731047654253e-05,7.393032067276592e-05,0.0,6.160860056063826e-06,8.779225579890952e-05,3.5424945322367e-05,4.3126020392446785e-05,5.698795551859039e-05,4.62064504204787e-05,5.390752549055848e-05,9.24129008409574e-06,4.62064504204787e-05,4.62064504204787e-05,6.0068385546622306e-05,1.386193512614361e-05
00496-00,2.7281035588110927e-06,9.957577989660488e-05,4.501370872038302e-05,8.729931388195497e-05,6.820258897027731e-06,5.31980193968163e-05,8.729931388195497e-05,3.5465346264544205e-05,4.501370872038302e-05,1.6368621352866555e-05,9.548362455838823e-06,4.9105864058599666e-05,0.00010093983167601043,8.184310676433278e-06,9.548362455838823e-06,5.456207117622185e-05,4.774181227919412e-05,2.5916983808705377e-05,0.0002155201811460763,5.1833967617410754e-05,0.00011458034947006589,6.820258897027731e-06,6.547448541146622e-05,5.1833967617410754e-05,8.729931388195497e-05,5.456207117622185e-06
00297-00,2.0521841102316036e-05,5.5702140134857816e-05,1.1726766344180592e-05,7.32922896511287e-05,3.8111990618586924e-05,4.983875696276752e-05,7.32922896511287e-05,1.1726766344180592e-05,1.1726766344180592e-05,1.7590149516270888e-05,0.0,1.1726766344180592e-05,5.5702140134857816e-05,1.4658457930225741e-05,1.1726766344180592e-05,0.00011140428026971563,1.1726766344180592e-05,2.0521841102316036e-05,5.277044854881267e-05,1.7590149516270888e-05,0.0001641747288185283,1.4658457930225741e-05,8.795074758135444e-05,1.7590149516270888e-05,7.32922896511287e-05,2.931691586045148e-06
00156-00,0.0,0.0004369538077403246,0.00018726591760299626,0.00018726591760299626,3.121098626716604e-05,0.0,0.00018726591760299626,0.0,0.00018726591760299626,0.0,0.0,0.0,0.0004369538077403246,0.0,0.0,0.0002184769038701623,0.00018726591760299626,0.0,9.363295880149813e-05,0.00018726591760299626,3.121098626716604e-05,0.0,6.242197253433208e-05,0.00018726591760299626,0.00018726591760299626,0.0
