,unverheiratet,lieben,lieben,perfekt,erzählen,töten,perfekt,töten,lieben,Marseille,Schiff,Feld,lieben,Leutnant,Gewehr,nachdenken,lieben,streicheln,Tochter,einzigartig,Fürst,Vorhang,wahnsinnig,einzigartig,perfekt,Unwetter
00427-00,9.699321047526673e-06,8.729388942774006e-05,5.496281926931781e-05,5.496281926931781e-05,3.2331070158422245e-06,4.5263498221791145e-05,5.496281926931781e-05,5.496281926931781e-05,5.496281926931781e-05,0.0,2.5864856126737796e-05,3.556417717426447e-05,8.406078241189784e-05,0.0,3.2331070158422245e-06,5.819592628516004e-05,5.172971225347559e-05,3.233107015842224e-05,5.496281926931781e-05,7.112835434852894e-05,6.466214031684449e-06,3.2331070158422245e-06,4.8496605237633365e-05,7.112835434852894e-05,5.496281926931781e-05,1.2932428063368898e-05
00139-00,4.951475539710834e-06,0.0002748068924539513,7.922360863537334e-05,8.046147752030105e-05,9.902951079421667e-06,7.179639532580709e-05,8.046147752030105e-05,2.7233115468409585e-05,7.922360863537334e-05,0.0,4.951475539710834e-06,5.199049316696376e-05,0.0002748068924539513,0.0,0.0,3.961180431768667e-05,7.551000198059021e-05,3.218459100812042e-05,0.0003008021390374332,9.036442859972272e-05,3.7136066547831253e-06,4.951475539710834e-06,7.179639532580709e-05,9.036442859972272e-05,8.046147752030105e-05,8.665082194493959e-06
00668-00,2.2551728026160003e-06,0.00017026554659750804,6.314483847324802e-05,8.043449662663735e-05,7.893104809156002e-06,4.172069684839601e-05,8.043449662663735e-05,3.307586777170134e-05,6.314483847324802e-05,3.758621337693334e-07,1.090000187931067e-05,1.3531036815696003e-05,0.0001710172708650467,3.3827592039240007e-06,7.141380541617335e-06,6.953449474732669e-05,6.314483847324802e-05,2.2551728026160006e-05,0.00010148277611772002,7.103794328240401e-05,4.134483471462668e-06,6.013794140309334e-06,6.276897633947869e-05,7.103794328240401e-05,8.043449662663735e-05,1.3155174681926669e-05
00254-00,0.0,0.0002606544901065449,1.3318112633181126e-05,6.659056316590563e-05,1.7123287671232875e-05,1.7123287671232875e-05,6.659056316590563e-05,1.5220700152207e-05,1.3318112633181126e-05,0.0,1.3318112633181126e-05,9.322678843226788e-05,0.0002606544901065449,0.0,0.0,2.0928462709284628e-05,1.7123287671232875e-05,2.6636225266362252e-05,0.0001769406392694064,3.234398782343988e-05,7.6103500761035e-06,0.0,2.6636225266362252e-05,3.234398782343988e-05,6.659056316590563e-05,2.8538812785388127e-05
00461-00,0.0,8.807068382624506e-05,3.125088780931276e-05,3.409187761015938e-05,1.1363959203386459e-05,5.113781641523907e-05,3.409187761015938e-05,2.840989800846615e-05,3.125088780931276e-05,0.0,8.522969402539845e-06,0.00021591522486434273,8.522969402539845e-05,2.8409898008466148e-06,1.704593880507969e-05,6.818375522031876e-05,4.5455836813545836e-05,3.125088780931276e-05,0.00014204949004233074,4.5455836813545836e-05,0.0001733003778516435,1.4204949004233075e-05,5.68197960169323e-05,4.5455836813545836e-05,3.409187761015938e-05,8.522969402539845e-06
00555-00,1.080709338311146e-05,9.922876651765978e-05,6.517004797694487e-05,0.0001214979286404349,9.497142670007041e-06,4.1263447462789214e-05,0.0001214979286404349,1.4081970165872508e-05,6.517004797694487e-05,6.942738779453423e-05,4.2900885854169735e-05,1.9976748374842395e-05,0.00010446856937007746,3.6023644610371536e-06,1.2444531774491984e-05,0.00010250364330042082,6.71349740466015e-05,4.3555861210721944e-05,8.252689492557843e-05,5.960275744625108e-05,3.242128014933438e-05,8.514679635178727e-06,6.0912708159355506e-05,5.960275744625108e-05,0.0001214979286404349,1.1134581061387566e-05
00415-00,0.0,0.0001363230385935223,2.8204766605556338e-05,7.051191651389085e-05,9.40158886851878e-06,5.6409533211112675e-05,7.051191651389085e-05,3.290556103981573e-05,2.8204766605556338e-05,0.0,1.880317773703756e-05,0.00012692144972500352,0.0001410238330277817,0.0,3.760635547407512e-05,4.230714990833451e-05,1.880317773703756e-05,2.8204766605556338e-05,7.051191651389085e-05,3.290556103981573e-05,0.0002867484604898228,9.40158886851878e-06,4.230714990833451e-05,3.290556103981573e-05,7.051191651389085e-05,9.40158886851878e-06
00546-00,1.4182916810502852e-05,9.473118020600017e-05,5.298523638640688e-05,8.777352290273462e-05,1.6323734442276868e-05,2.11405741137684e-05,8.777352290273462e-05,9.098474935039565e-06,5.298523638640688e-05,1.3647712402559348e-05,5.61964628340679e-06,2.8633435824977455e-05,9.606919122585894e-05,6.690055099293798e-06,1.3380110198587595e-06,4.361915924739556e-05,6.208371132144644e-05,1.659133664624862e-05,6.449213115719221e-05,6.556253997307922e-05,0.00012684344468261041,3.478828651632775e-06,3.077425345675147e-05,6.556253997307922e-05,8.777352290273462e-05,1.6056132238305115e-06
00184-00,2.1738894142454972e-06,0.00010869447071227486,3.695612004217346e-05,0.00010434669188378387,3.1521396506559714e-05,2.8260562385191466e-05,0.00010434669188378387,2.0651949435332226e-05,3.695612004217346e-05,1.9565004728209476e-05,7.608612949859241e-06,6.630362713448767e-05,0.00011521613895501136,0.00015325920370430756,1.0869447071227487e-05,8.586863186269715e-05,6.304279301311943e-05,1.0869447071227487e-05,0.0001717372637253943,5.108640123476919e-05,5.434723535613743e-05,6.521668242736492e-06,4.3477788284909946e-05,5.108640123476919e-05,0.00010434669188378387,5.434723535613743e-06
00033-00,4.653543673507376e-06,0.00027921262041044257,5.584252408208851e-05,0.00013960631020522128,3.257480571455163e-05,2.326771836753688e-05,0.00013960631020522128,1.8614174694029504e-05,5.584252408208851e-05,0.0,2.326771836753688e-05,0.00013960631020522128,0.00028386616408394995,0.0,0.0,4.1881893061566384e-05,6.0496067755595884e-05,5.584252408208851e-05,0.00013960631020522128,6.980315510261064e-05,2.326771836753688e-05,0.0,5.1188980408581134e-05,6.980315510261064e-05,0.00013960631020522128,1.8614174694029504e-05
00570-00,3.519515714637666e-06,0.00018242823120871902,0.00010851840120132803,0.0001648306526355307,3.695491500369549e-05,3.0502469526859772e-05,0.0001648306526355307,9.971961191473387e-06,0.00010851840120132803,3.460857119393705e-05,8.798789286594165e-06,4.516711833785005e-05,0.00018242823120871902,8.798789286594165e-06,4.6926876195168875e-06,6.1004939053719544e-05,0.00012435622191719754,2.9329297621980548e-05,0.00010969157310620726,0.00012611597977451637,7.156348619763253e-05,8.798789286594165e-06,3.695491500369549e-05,0.00012611597977451637,0.0001648306526355307,1.1145133096352608e-05
00224-00,6.278055058542864e-06,0.00015590503395381444,0.00012032938862207155,0.00015590503395381444,1.4648795136600015e-05,3.139027529271432e-05,0.00015590503395381444,2.929759027320003e-05,0.00012032938862207155,3.139027529271432e-06,1.1509767607328582e-05,7.533666070251436e-05,0.0001569513764635716,1.0463425097571438e-05,4.1853700390285755e-06,8.893911332935723e-05,0.00011719036109280012,4.9178097958585765e-05,5.4409810507371485e-05,0.00011614401858304297,0.00014439526634648587,1.2556110117085727e-05,2.406587772441431e-05,0.00011614401858304297,0.00015590503395381444,9.417082587814295e-06
00610-00,4.207957247154369e-06,0.00021670979822845,0.00011992678154389952,0.00015359043952113447,6.311935870731553e-06,1.6831828988617476e-05,0.00015359043952113447,1.0519893117885922e-05,0.00011992678154389952,0.0,0.0,8.415914494308738e-06,0.00022091775547560436,4.207957247154369e-06,0.0,3.9975593847966504e-05,0.0001346546319089398,8.415914494308738e-06,0.0003092848576658461,0.00014096656777967136,2.9455700730080584e-05,2.1039786235771844e-05,2.7351722106503396e-05,0.00014096656777967136,0.00015359043952113447,2.1039786235771845e-06
00509-00,2.800253496632327e-05,0.00010169341645664765,4.568834652400112e-05,5.158361704322707e-05,2.2107264447097318e-05,4.8635981783614094e-05,5.158361704322707e-05,2.063344681729083e-05,4.568834652400112e-05,0.0,4.7162164153807606e-05,1.7685811557677852e-05,0.00010169341645664765,5.895270519225951e-06,1.7685811557677852e-05,3.831925837496868e-05,3.242398785574273e-05,1.1790541038451901e-05,0.0001311697690527774,3.3897805485549216e-05,5.895270519225951e-06,2.9476352596129754e-06,3.3897805485549216e-05,3.3897805485549216e-05,5.158361704322707e-05,5.895270519225951e-06
00066-00,0.0,0.00016810336402197073,0.00012705486815614065,0.0001583299126253445,0.0,1.1728141675951446e-05,0.0001583299126253445,0.0,0.00012705486815614065,0.0,2.150159307257765e-05,9.773451396626205e-06,0.00017005805430129597,3.909380558650482e-06,5.864070837975723e-06,4.30031861451553e-05,0.00013682831955276687,4.6912566703805784e-05,4.886725698313102e-05,0.00013682831955276687,1.3682831955276687e-05,7.818761117300963e-06,4.30031861451553e-05,0.00013682831955276687,0.0001583299126253445,2.150159307257765e-05
00023-00,1.1477291359239219e-05,0.0001369076897852107,0.00010247581570749303,0.0001336284636825709,5.9845876373175933e-05,4.7548778488276765e-05,0.0001336284636825709,1.3116904410559108e-05,0.00010247581570749303,4.918839153959666e-06,9.017871782259387e-06,0.0001278898180029513,0.00013608788325955074,3.279226102639777e-06,3.279226102639777e-06,8.198065256599443e-05,0.00010985407443843253,2.1314969667158552e-05,7.542220036071487e-05,0.0001073946548614527,5.7386456796196095e-06,1.2297097884899164e-05,6.31251024758157e-05,0.0001073946548614527,0.0001336284636825709,9.017871782259387e-06
00044-00,1.474056603773585e-05,0.00026041666666666666,9.335691823899372e-05,0.00015723270440251572,3.4394654088050314e-05,1.474056603773585e-05,0.00015723270440251572,0.0,9.335691823899372e-05,0.0,0.0,1.474056603773585e-05,0.00025550314465408805,4.913522012578616e-06,0.0,7.861635220125786e-05,0.00010809748427672956,4.9135220125786166e-05,0.0003341194968553459,0.00010809748427672956,5.89622641509434e-05,1.474056603773585e-05,2.94811320754717e-05,0.00010809748427672956,0.00015723270440251572,0.0
00722-00,2.9300165545935334e-06,7.837794283537702e-05,3.0032669684583717e-05,4.175273590295785e-05,6.59253724783545e-06,9.522553802428984e-06,4.175273590295785e-05,1.8312603466209583e-05,3.0032669684583717e-05,7.325041386483833e-07,2.1975124159451502e-06,9.522553802428984e-06,7.837794283537702e-05,6.59253724783545e-06,1.31850744956709e-05,2.3440132436748267e-05,4.028772762566109e-05,3.3695190377825634e-05,7.251790972618995e-05,3.5892702793770785e-05,5.860033109187067e-06,4.7612769012144915e-05,2.3440132436748267e-05,3.5892702793770785e-05,4.175273590295785e-05,6.59253724783545e-06
00163-00,0.0,5.077133372388205e-05,3.124389767623511e-05,6.639328256199961e-05,5.467682093341144e-05,2.733841046670572e-05,6.639328256199961e-05,1.5621948838117554e-05,3.124389767623511e-05,7.810974419058777e-06,0.0,7.810974419058778e-05,5.858230814294083e-05,0.0,7.810974419058777e-06,0.00019527436047646945,2.733841046670572e-05,2.733841046670572e-05,1.5621948838117554e-05,4.2960359304823275e-05,4.686584651435267e-05,3.905487209529389e-06,0.00012497559070494044,4.2960359304823275e-05,6.639328256199961e-05,3.905487209529389e-06
00407-00,4.0906069438052875e-06,0.0001636242777522115,5.4200542005420054e-05,7.260827325254385e-05,2.0453034719026437e-05,3.783811423019891e-05,7.260827325254385e-05,1.3294472567367182e-05,5.4200542005420054e-05,0.0,9.203865623561896e-06,6.647236283683592e-05,0.00016771488469601676,0.0,0.0,3.374750728639362e-05,5.726849721327402e-05,3.374750728639362e-05,9.408395970752161e-05,6.238175589303063e-05,1.840773124712379e-05,7.1585621516592525e-06,2.0453034719026437e-05,6.238175589303063e-05,7.260827325254385e-05,5.113258679756609e-06
00453-00,0.0,3.891959212267455e-05,4.6703510547209466e-05,5.967670792143432e-05,2.3351755273604733e-05,1.0378557899379881e-05,5.967670792143432e-05,5.189278949689941e-06,4.6703510547209466e-05,7.783918424534912e-06,1.5567836849069823e-05,8.562310266988402e-05,4.1514231597519526e-05,5.189278949689941e-06,1.5567836849069823e-05,4.6703510547209466e-05,2.3351755273604733e-05,1.2973197374224851e-05,3.891959212267455e-05,2.3351755273604733e-05,6.746062634596923e-05,2.5946394748449704e-06,2.0757115798759763e-05,2.3351755273604733e-05,5.967670792143432e-05,2.5946394748449704e-06
00440-00,3.878675044604763e-05,0.00012411760142735242,5.4301450624466684e-05,0.00010084555115972383,7.757350089209526e-06,3.1029400356838106e-05,0.00010084555115972383,7.757350089209526e-06,5.4301450624466684e-05,2.3272050267628578e-05,0.0,2.3272050267628578e-05,0.00012411760142735242,0.0,0.0,4.6544100535257155e-05,5.4301450624466684e-05,7.757350089209525e-05,0.0001551470017841905,6.205880071367621e-05,2.3272050267628578e-05,0.0,3.1029400356838106e-05,6.205880071367621e-05,0.00010084555115972383,0.0
00133-00,2.303457489692028e-06,0.00017045585423721004,0.00011977978946398544,0.00013129707691244557,4.606914979384056e-06,5.988989473199272e-05,0.00013129707691244557,4.606914979384056e-06,0.00011977978946398544,2.303457489692028e-06,1.8427659917536223e-05,4.376569230414853e-05,0.00017045585423721004,2.7641489876304332e-05,6.910372469076083e-06,0.00010595904452583328,9.674521456706516e-05,3.915877732476447e-05,0.0003040563886393477,0.00011747633197429342,5.297952226291664e-05,4.606914979384056e-06,7.831755464952894e-05,0.00011747633197429342,0.00013129707691244557,1.6124202427844195e-05
00209-00,7.76518092871564e-06,0.00014149885247881832,5.435626650100947e-05,5.004227709616745e-05,1.4667563976462874e-05,4.917947921519905e-05,5.004227709616745e-05,1.1216372452589257e-05,5.435626650100947e-05,0.0,1.207917033355766e-05,7.420061776328278e-05,0.00014149885247881832,1.553036185743128e-05,6.902383047747235e-06,4.0551500405515004e-05,4.831668133423064e-05,4.745388345326224e-05,8.541699021587202e-05,5.0905074977135857e-05,5.521906438197788e-05,1.7255957619368087e-06,1.6393159738399683e-05,5.0905074977135857e-05,5.004227709616745e-05,6.03958516677883e-06
00703-00,1.7821363741671694e-06,5.728295488394473e-05,3.411518201977153e-05,5.4991636688586946e-05,1.9603500115838863e-05,2.698663652310285e-05,5.4991636688586946e-05,2.0621863758220105e-05,3.411518201977153e-05,4.073454569524959e-06,1.0438227334407706e-05,2.6222863791316924e-05,5.702836397334942e-05,6.873954586073368e-06,6.110181854287438e-06,6.644822766537589e-05,3.309681837739029e-05,3.84432274998918e-05,5.6519182152158807e-05,3.436977293036684e-05,6.0338045811088454e-05,1.0438227334407706e-05,4.7608500281322955e-05,3.436977293036684e-05,5.4991636688586946e-05,1.1202000066193636e-05
00677-00,7.4385603524733216e-06,0.00011930306411466827,3.8909392612937376e-05,6.866363402283066e-05,2.0026893256658942e-05,3.0040339884988413e-05,6.866363402283066e-05,1.0585643578519727e-05,3.8909392612937376e-05,6.008067976997683e-06,8.582954252853832e-06,5.092552856693274e-05,0.00012016135953995365,5.1497725517122994e-05,1.0013446628329471e-05,4.835064229107659e-05,4.234257431407891e-05,2.4604468858180986e-05,0.00010900351901124366,5.006723314164735e-05,1.9740794781563815e-05,8.582954252853832e-06,4.6061854490315566e-05,5.006723314164735e-05,6.866363402283066e-05,4.577575601522044e-06
00348-00,0.0,0.00013054830287206266,4.351610095735422e-05,0.00013054830287206266,0.0,0.00013054830287206266,0.00013054830287206266,0.0,4.351610095735422e-05,0.0,8.703220191470844e-05,0.0,0.00013054830287206266,4.351610095735422e-05,8.703220191470844e-05,4.351610095735422e-05,4.351610095735422e-05,0.0,4.351610095735422e-05,4.351610095735422e-05,8.703220191470844e-05,0.0,0.0,4.351610095735422e-05,0.00013054830287206266,4.351610095735422e-05
00382-00,8.878629139660836e-06,5.919086093107224e-05,2.959543046553612e-05,4.1433602651750566e-05,1.7757258279321673e-05,2.959543046553612e-05,4.1433602651750566e-05,2.3676344372428897e-05,2.959543046553612e-05,0.0,2.6635887418982508e-05,6.806949007073307e-05,5.919086093107224e-05,5.0312231791411405e-05,8.878629139660836e-06,0.00013317943709491254,3.2554973512089735e-05,7.398857616384031e-05,8.286720530350113e-05,5.0312231791411405e-05,1.479771523276806e-05,5.919086093107224e-06,0.0001213412649086981,5.0312231791411405e-05,4.1433602651750566e-05,8.878629139660836e-06
00639-00,5.679075446517307e-06,0.00018598972087344182,0.00015049549933270865,0.00019876764062810574,4.25930658488798e-06,3.407445267910384e-05,0.00019876764062810574,9.938382031405287e-06,0.00015049549933270865,1.4197688616293268e-06,9.938382031405287e-06,1.4197688616293268e-05,0.00018882925859670045,2.8395377232586536e-06,7.098844308146634e-06,6.530936763494903e-05,0.00014481642388619132,2.555583950932788e-05,5.9630292188431724e-05,0.00014765596160944998,0.00016895249453388988,7.098844308146634e-06,5.82105233268024e-05,0.00014765596160944998,0.00019876764062810574,2.12965329244399e-05
00291-00,3.870183004367778e-05,0.0006579311107425223,0.00017692265162824129,0.0001935091502183889,3.870183004367778e-05,6.634599436059048e-05,0.0001935091502183889,2.211533145353016e-05,0.00017692265162824129,0.0,0.0,1.105766572676508e-05,0.0006634599436059048,0.0,0.0,4.975949577044286e-05,0.000204566815945154,6.081716149720794e-05,0.000685575275059435,0.00018798031735500637,5.52883286338254e-06,0.0,4.975949577044286e-05,0.00018798031735500637,0.0001935091502183889,0.0
00298-00,5.435077993369205e-06,3.261046796021523e-05,2.174031197347682e-05,9.239632588727649e-05,5.4350779933692045e-05,0.0001141366378607533,9.239632588727649e-05,4.8915701940322845e-05,2.174031197347682e-05,5.435077993369205e-06,2.174031197347682e-05,4.348062394695364e-05,3.261046796021523e-05,1.087015598673841e-05,4.8915701940322845e-05,8.696124789390727e-05,2.7175389966846023e-05,1.6305233980107615e-05,2.174031197347682e-05,2.7175389966846023e-05,5.978585792706125e-05,1.087015598673841e-05,7.609109190716887e-05,2.7175389966846023e-05,9.239632588727649e-05,3.804554595358444e-05
00596-00,0.0,0.0001255129133478156,8.689355539464157e-05,0.00013999517258025585,2.896451846488052e-05,0.00015447743181269612,0.00013999517258025585,2.4137098720733766e-05,8.689355539464157e-05,9.654839488293507e-06,9.654839488293507e-06,1.448225923244026e-05,0.0001255129133478156,0.0,3.861935795317403e-05,3.3791938209027275e-05,0.00011585807385952208,0.0,7.723871590634806e-05,0.00010137581462708183,0.0002075790489983104,4.827419744146754e-06,3.861935795317403e-05,0.00010137581462708183,0.00013999517258025585,9.654839488293507e-06
00088-00,1.3317352510320949e-06,5.0605939539219605e-05,3.7288587028898655e-05,3.995205753096284e-05,3.995205753096284e-06,3.595685177786656e-05,3.995205753096284e-05,2.3971234518577705e-05,3.7288587028898655e-05,6.658676255160474e-06,6.658676255160474e-06,1.1985617259288853e-05,5.19376747902517e-05,1.3317352510320949e-06,7.990411506192568e-06,4.1283792781994936e-05,2.796644027167399e-05,3.995205753096284e-06,6.259155679850846e-05,2.9298175522706087e-05,7.990411506192568e-05,5.3269410041283796e-06,4.1283792781994936e-05,2.9298175522706087e-05,3.995205753096284e-05,0.0
00293-00,5.141123849673539e-06,0.00013709663599129437,8.39716895446678e-05,0.00011310472469281785,2.2278203348585335e-05,4.6270114647061846e-05,0.00011310472469281785,1.0282247699347078e-05,8.39716895446678e-05,1.0282247699347078e-05,8.568539749455898e-06,3.598786694771477e-05,0.00013709663599129437,6.854831799564718e-06,8.568539749455898e-06,3.427415899782359e-05,9.082652134423252e-05,7.368944184532073e-05,9.768135314379723e-05,0.00010624989289325313,3.256045104793241e-05,8.568539749455898e-06,1.8850787448802976e-05,0.00010624989289325313,0.00011310472469281785,1.7137079498911796e-06
00231-00,0.0,7.563479200432199e-05,9.724473257698541e-05,8.64397622906537e-05,0.0,1.0804970286331712e-05,8.64397622906537e-05,0.0,9.724473257698541e-05,0.0,4.321988114532685e-05,0.0,7.563479200432199e-05,3.241491085899514e-05,1.0804970286331712e-05,0.00012965964343598056,5.4024851431658565e-05,4.321988114532685e-05,0.0,5.4024851431658565e-05,1.0804970286331712e-05,2.1609940572663425e-05,4.321988114532685e-05,5.4024851431658565e-05,8.64397622906537e-05,1.0804970286331712e-05
00612-00,2.5344687753446877e-06,6.843065693430658e-05,6.589618815896188e-05,6.336171938361719e-05,3.0413625304136255e-05,6.336171938361719e-05,6.336171938361719e-05,2.281021897810219e-05,6.589618815896188e-05,0.0,2.5344687753446877e-06,7.603406326034064e-06,7.096512570965126e-05,0.0,0.0,0.00015206812652068127,5.322384428223844e-05,4.0551500405515004e-05,9.377534468775345e-05,5.0689375506893756e-05,5.0689375506893755e-06,0.0,5.0689375506893756e-05,5.0689375506893756e-05,6.336171938361719e-05,2.5344687753446877e-06
00282-00,4.244662337111083e-06,0.00022921176620399847,8.913790907933274e-05,9.338257141644382e-05,4.669128570822191e-05,9.338257141644382e-05,9.338257141644382e-05,2.5467974022666496e-05,8.913790907933274e-05,2.971263635977758e-05,2.5467974022666496e-05,1.697864934844433e-05,0.00022921176620399847,8.489324674222165e-05,1.2733987011333248e-05,4.669128570822191e-05,8.913790907933274e-05,6.366993505666624e-05,0.00012733987011333248,9.338257141644382e-05,3.395729869688866e-05,4.244662337111083e-06,2.1223311685555414e-05,9.338257141644382e-05,9.338257141644382e-05,1.697864934844433e-05
00638-00,1.0855513120367903e-05,9.769961808331112e-05,5.625129526008822e-05,0.0001026339422289329,2.5658485557233226e-05,7.500172701345097e-05,0.0001026339422289329,2.7632215215481936e-05,5.625129526008822e-05,6.217248423483436e-05,9.868648291243548e-07,3.947459316497419e-06,9.671275325418677e-05,2.9605944873730643e-06,5.921188974746129e-06,8.09229159881971e-05,8.190978081732145e-05,3.552713384847678e-05,6.0198754576585645e-05,6.809367320958049e-05,1.9737296582487097e-06,0.00012631869812791742,7.105426769695355e-05,6.809367320958049e-05,0.0001026339422289329,4.934324145621774e-06
00433-00,9.670244657189828e-06,0.00012087805821487284,4.351610095735422e-05,7.736195725751862e-05,4.835122328594914e-06,3.868097862875931e-05,7.736195725751862e-05,1.9340489314379655e-05,4.351610095735422e-05,1.450536698578474e-05,0.00014988879218644232,4.835122328594914e-06,0.00012087805821487284,0.0,0.0,4.8351223285949136e-05,4.351610095735422e-05,7.25268349289237e-05,0.0001788995261580118,4.351610095735422e-05,0.0,0.0,2.4175611642974568e-05,4.351610095735422e-05,7.736195725751862e-05,9.670244657189828e-06
00492-00,1.0361083769362276e-05,8.806921203957934e-05,7.080073909064222e-05,9.670344851404791e-05,2.76295567182994e-05,2.76295567182994e-05,9.670344851404791e-05,2.2449014833618263e-05,7.080073909064222e-05,0.0,1.2087931064255989e-05,1.38147783591497e-05,8.979605933447305e-05,6.90738917957485e-06,0.0,6.0439655321279936e-05,6.389334991106736e-05,1.38147783591497e-05,7.080073909064222e-05,7.080073909064222e-05,7.598128097532335e-05,7.425443368042965e-05,1.7268472948937126e-05,7.080073909064222e-05,9.670344851404791e-05,3.453694589787425e-06
00195-00,4.133768756975734e-06,0.0001295247543852397,5.236107092169264e-05,7.991952930153087e-05,1.3779229189919116e-05,6.338445427362794e-05,7.991952930153087e-05,2.0668843784878675e-05,5.236107092169264e-05,2.7558458379838234e-06,4.133768756975734e-06,3.995976465076544e-05,0.0001309026773042316,2.3424689622862496e-05,4.271561048874926e-05,4.271561048874926e-05,5.9250685516652196e-05,2.4802612541854408e-05,0.0001433039835751588,5.236107092169264e-05,3.720391881278161e-05,2.7558458379838234e-06,0.00011987929395229631,5.236107092169264e-05,7.991952930153087e-05,9.645460432943381e-06
00338-00,3.0256957209098267e-06,0.00010211723058070665,3.630834865091792e-05,4.916755546478468e-05,1.2102782883639307e-05,5.5218946906604334e-05,4.916755546478468e-05,1.5128478604549133e-05,3.630834865091792e-05,3.7821196511372833e-06,6.80781537204711e-06,0.00011043789381320867,0.00011195074167366359,1.5128478604549134e-06,3.555192472069046e-05,7.866808874365549e-05,4.2359740092737575e-05,1.815417432545896e-05,0.0001134635895341185,3.857762044160029e-05,2.26927179068237e-05,6.051391441819653e-06,4.614185974387486e-05,3.857762044160029e-05,4.916755546478468e-05,6.80781537204711e-06
00514-00,1.0428072370822254e-06,0.00010219510923405808,8.029615725533135e-05,9.176703686323583e-05,1.3556494082068929e-05,6.673966317326243e-05,9.176703686323583e-05,1.981333750456228e-05,8.029615725533135e-05,1.2513686844986704e-05,1.1470879607904479e-05,1.4599301319151154e-05,0.00010532353094530477,3.128421711246676e-06,1.0428072370822254e-05,0.00010323791647114031,9.176703686323583e-05,3.754106053496011e-05,4.5883518431617915e-05,7.716773554408468e-05,3.754106053496011e-05,3.545544606079566e-05,8.342457896657803e-05,7.716773554408468e-05,9.176703686323583e-05,6.256843422493352e-06
00559-00,1.9784909766679386e-05,0.00017382456437868316,3.709670581252385e-05,7.066039202385495e-05,1.3072172524413165e-05,2.084481564703721e-05,7.066039202385495e-05,1.1305662723816791e-05,3.709670581252385e-05,1.4132078404770989e-06,5.6528313619083955e-06,2.2611325447633582e-05,0.00017382456437868316,2.1198117607156483e-06,3.1797176410734727e-06,5.900142733991888e-05,3.462359209168893e-05,1.9784909766679386e-05,0.00021374768587216123,3.992312149347805e-05,3.8863215613120225e-06,6.71273724226622e-06,2.7204250929184155e-05,3.992312149347805e-05,7.066039202385495e-05,2.8264156809541977e-06
00125-00,1.8566999015949052e-05,0.00020423698917543958,0.00012254219350526374,0.00016710299114354148,5.570099704784716e-06,2.5993798622328672e-05,0.00016710299114354148,1.2996899311164336e-05,0.00012254219350526374,1.8566999015949052e-06,1.6710299114354146e-05,3.7133998031898104e-05,0.00020980708888022429,0.0,1.8566999015949052e-06,7.05545962606064e-05,0.00012439889340685865,3.52772981303032e-05,0.00025808128632169184,0.00012811229321004847,1.6710299114354146e-05,7.426799606379621e-06,3.52772981303032e-05,0.00012811229321004847,0.00016710299114354148,1.6710299114354146e-05
00266-00,3.716090672612412e-05,0.00016103059581320451,6.19348445435402e-05,9.909575126966432e-05,1.238696890870804e-05,2.477393781741608e-05,9.909575126966432e-05,0.0,6.19348445435402e-05,0.0,0.0,3.716090672612412e-05,0.00016103059581320451,0.0,0.0,3.716090672612412e-05,6.19348445435402e-05,4.954787563483216e-05,0.00027251331599157687,6.19348445435402e-05,0.0,2.477393781741608e-05,4.954787563483216e-05,6.19348445435402e-05,9.909575126966432e-05,0.0
00228-00,4.268852319054022e-06,8.324262022155344e-05,6.616721094533735e-05,8.110819406202643e-05,8.537704638108045e-06,2.7747540073851143e-05,8.110819406202643e-05,2.347868775479712e-05,6.616721094533735e-05,2.134426159527011e-06,2.134426159527011e-06,1.4940983116689078e-05,6.403278478581034e-05,3.628524471195919e-05,6.4032784785810335e-06,5.976393246675631e-05,5.976393246675631e-05,1.0672130797635056e-05,7.897376790249942e-05,5.76295063072293e-05,0.00019850163283601204,6.4032784785810335e-06,3.415081855243218e-05,5.76295063072293e-05,8.110819406202643e-05,2.134426159527011e-06
00045-00,3.908463778311935e-06,0.00011529968146020206,5.081002911805515e-05,8.598620312286256e-05,9.771159445779837e-06,7.621504367708272e-05,8.598620312286256e-05,2.5405014559027576e-05,5.081002911805515e-05,5.862695667467902e-06,9.771159445779837e-06,4.4947333450587246e-05,0.00011725391334935803,1.367962322409177e-05,7.81692755662387e-06,5.081002911805515e-05,5.081002911805515e-05,3.517617400480741e-05,0.00012116237712766997,5.2764261007211116e-05,0.0005628187840769186,2.149655078071564e-05,6.0581188563834985e-05,5.2764261007211116e-05,8.598620312286256e-05,9.771159445779837e-06
00240-00,4.642956634785031e-06,9.750208933048565e-05,4.178660971306528e-05,4.797721855944532e-05,2.0119478750735136e-05,8.821617606091559e-05,4.797721855944532e-05,6.190608846380041e-06,4.178660971306528e-05,0.0,1.5476522115950104e-06,8.666852384932057e-05,9.595443711889064e-05,0.0,1.5476522115950104e-06,4.952487077104033e-05,4.178660971306528e-05,2.94053920203052e-05,8.97638282725106e-05,5.262017519423035e-05,4.642956634785031e-06,1.5476522115950104e-06,5.262017519423035e-05,5.262017519423035e-05,4.797721855944532e-05,4.642956634785031e-06
